,magnus_heunicke,nicolai_wammen,mattias_tesfaye,jakob_ellemann,soren_gade,sophie_lohde,lars_lokke,jakob_engel_schmidt,monika_rubin,jacob_mark,pia_dyhr,kirsten_andersen,dennis_flydtkjær,peter_skaarup,soren_espersen,alex_vanopslagh,henrik_dahl,ole_olesen,soren_pape,mette_abildgaard,rasmus_jarlov,pelle_dragsted,mai_villadsen,rosa_lund,martin_lidegaard,samira_nawa,katrine_robsoe,pernille_vermund,lars_mathiesen,kim_andersen,franciska_rosenkilde,christina_olumeko,torsten_gejl,morten_messerschmidt,pia_kjarsgaard,peter_kofod,Anders_Bjarklev,Anders_Lund_Madsen,DTU,Michael_Kristiansen,Peter_Mogensen,Selma_Montgomery
rasmus_jarlov,0.09689213893967093,0.07526881720430108,0.11731843575418995,0.14285714285714285,0.04529616724738676,0.11940298507462686,0.1342155009451796,0.14285714285714285,0.171875,0.1342155009451796,0.09289617486338798,0.1111111111111111,0.09689213893967093,0.11731843575418995,0.1450381679389313,0.1834319526627219,0.18811881188118812,0.15163147792706333,0.14068441064638784,0.11317254174397032,1.0,0.1650485436893204,0.12781954887218044,0.12994350282485875,0.11940298507462686,0.11524163568773234,0.08108108108108109,0.12359550561797752,0.1834319526627219,0.18110236220472442,0.08108108108108109,0.08695652173913043,0.09289617486338798,0.1320754716981132,0.09289617486338798,0.08695652173913043,0.041666666666666664,0.14068441064638784,0.08892921960072596,0.01694915254237288,0.11940298507462686,0.03806228373702422
pelle_dragsted,0.15384615384615385,0.09289617486338798,0.1583011583011583,0.16731517509727625,0.041666666666666664,0.16279069767441862,0.14285714285714285,0.20481927710843373,0.22950819672131148,0.16731517509727625,0.20240480961923848,0.21212121212121213,0.11940298507462686,0.1583011583011583,0.1787819253438114,0.19760479041916168,0.25,0.18811881188118812,0.14068441064638784,0.16054158607350097,0.1650485436893204,1.0,0.21951219512195122,0.12359550561797752,0.1952191235059761,0.15606936416184972,0.10091743119266056,0.16731517509727625,0.21951219512195122,0.16279069767441862,0.07142857142857142,0.13636363636363635,0.1583011583011583,0.14068441064638784,0.16054158607350097,0.10905730129390019,0.06382978723404255,0.22448979591836735,0.17416829745596868,0.01694915254237288,0.19284294234592445,0.07142857142857142
mai_villadsen,0.11731843575418995,0.0948905109489051,0.14285714285714285,0.16731517509727625,0.06571936056838366,0.1111111111111111,0.13851992409867173,0.1834319526627219,0.2396694214876033,0.21212121212121213,0.21703853955375255,0.2219959266802444,0.1695906432748538,0.1450381679389313,0.15384615384615385,0.19047619047619047,0.22699386503067484,0.1650485436893204,0.22950819672131148,0.15163147792706333,0.12781954887218044,0.21951219512195122,1.0,0.19047619047619047,0.2219959266802444,0.14942528735632185,0.1342155009451796,0.1857707509881423,0.1695906432748538,0.171875,0.07913669064748201,0.12570356472795496,0.12570356472795496,0.1583011583011583,0.16279069767441862,0.1320754716981132,0.06382978723404255,0.1952191235059761,0.17416829745596868,0.02040816326530612,0.1650485436893204,0.054481546572934976
rosa_lund,0.10091743119266056,0.09689213893967093,0.16054158607350097,0.14068441064638784,0.041666666666666664,0.13851992409867173,0.18110236220472442,0.20240480961923848,0.17647058823529413,0.11731843575418995,0.1650485436893204,0.12149532710280374,0.13851992409867173,0.13851992409867173,0.16054158607350097,0.21212121212121213,0.18110236220472442,0.1583011583011583,0.14722753346080306,0.171875,0.12994350282485875,0.12359550561797752,0.19047619047619047,1.0,0.14285714285714285,0.1450381679389313,0.10905730129390019,0.1650485436893204,0.14068441064638784,0.1695906432748538,0.050788091068301226,0.09090909090909091,0.1450381679389313,0.14285714285714285,0.16731517509727625,0.1450381679389313,0.023890784982935155,0.17647058823529413,0.1070110701107011,0.023890784982935155,0.1650485436893204,0.04895104895104895
martin_lidegaard,0.16279069767441862,0.15606936416184972,0.19760479041916168,0.1857707509881423,0.06761565836298933,0.16731517509727625,0.1650485436893204,0.2765957446808511,0.20481927710843373,0.11731843575418995,0.18811881188118812,0.1695906432748538,0.17416829745596868,0.24481327800829875,0.24481327800829875,0.21212121212121213,0.23711340206185566,0.16054158607350097,0.19284294234592445,0.1650485436893204,0.11940298507462686,0.1952191235059761,0.2219959266802444,0.14285714285714285,1.0,0.1857707509881423,0.1320754716981132,0.1650485436893204,0.1857707509881423,0.11317254174397032,0.10905730129390019,0.11940298507462686,0.14285714285714285,0.20724346076458752,0.18811881188118812,0.16279069767441862,0.08695652173913043,0.26849894291754756,0.23711340206185566,0.01694915254237288,0.26582278481012656,0.07334525939177101
samira_nawa,0.15606936416184972,0.08499095840867993,0.22448979591836735,0.18811881188118812,0.06007067137809187,0.1583011583011583,0.1650485436893204,0.2345679012345679,0.22448979591836735,0.14722753346080306,0.15163147792706333,0.1111111111111111,0.1111111111111111,0.2145748987854251,0.14068441064638784,0.19760479041916168,0.22699386503067484,0.1450381679389313,0.15163147792706333,0.14285714285714285,0.11524163568773234,0.15606936416184972,0.14942528735632185,0.1450381679389313,0.1857707509881423,1.0,0.11940298507462686,0.14722753346080306,0.13636363636363635,0.10497237569060773,0.08892921960072596,0.11940298507462686,0.14722753346080306,0.12781954887218044,0.18110236220472442,0.15606936416184972,0.061946902654867256,0.20240480961923848,0.19284294234592445,0.02040816326530612,0.171875,0.04712041884816754
katrine_robsoe,0.0989010989010989,0.06007067137809187,0.08892921960072596,0.11524163568773234,0.050788091068301226,0.0989010989010989,0.0948905109489051,0.12781954887218044,0.14285714285714285,0.12149532710280374,0.10294117647058823,0.11940298507462686,0.1111111111111111,0.09689213893967093,0.07526881720430108,0.09090909090909091,0.11940298507462686,0.0989010989010989,0.0989010989010989,0.08303249097472924,0.08108108108108109,0.10091743119266056,0.1342155009451796,0.10905730129390019,0.1320754716981132,0.11940298507462686,1.0,0.09090909090909091,0.08108108108108109,0.07913669064748201,0.08892921960072596,0.0948905109489051,0.09689213893967093,0.08695652173913043,0.09289617486338798,0.10905730129390019,0.08892921960072596,0.08108108108108109,0.14942528735632185,0.022146507666098807,0.09289617486338798,0.06951871657754011
pernille_vermund,0.1320754716981132,0.12149532710280374,0.19047619047619047,0.15163147792706333,0.05263157894736842,0.1650485436893204,0.1320754716981132,0.19760479041916168,0.21951219512195122,0.1583011583011583,0.1320754716981132,0.11731843575418995,0.15384615384615385,0.25260960334029225,0.21703853955375255,0.21951219512195122,0.25260960334029225,0.1952191235059761,0.20240480961923848,0.15384615384615385,0.12359550561797752,0.16731517509727625,0.1857707509881423,0.1650485436893204,0.1650485436893204,0.14722753346080306,0.09090909090909091,1.0,0.17416829745596868,0.17647058823529413,0.08499095840867993,0.10905730129390019,0.1320754716981132,0.171875,0.1857707509881423,0.1650485436893204,0.034482758620689655,0.1787819253438114,0.12359550561797752,0.023890784982935155,0.15606936416184972,0.023890784982935155
lars_mathiesen,0.1695906432748538,0.09689213893967093,0.15606936416184972,0.1450381679389313,0.030927835051546393,0.14285714285714285,0.14722753346080306,0.2578616352201258,0.2219959266802444,0.171875,0.15606936416184972,0.18110236220472442,0.11524163568773234,0.1952191235059761,0.16279069767441862,0.2422360248447205,0.26849894291754756,0.19284294234592445,0.17416829745596868,0.16279069767441862,0.1834319526627219,0.21951219512195122,0.1695906432748538,0.14068441064638784,0.1857707509881423,0.13636363636363635,0.08108108108108109,0.17416829745596868,1.0,0.1857707509881423,0.08303249097472924,0.11317254174397032,0.12359550561797752,0.14285714285714285,0.13851992409867173,0.10905730129390019,0.043478260869565216,0.1952191235059761,0.13636363636363635,0.030927835051546393,0.17647058823529413,0.04895104895104895
kim_andersen,0.09689213893967093,0.08108108108108109,0.15384615384615385,0.15163147792706333,0.03806228373702422,0.13851992409867173,0.13636363636363635,0.16054158607350097,0.2,0.1857707509881423,0.15163147792706333,0.14068441064638784,0.14942528735632185,0.16279069767441862,0.16054158607350097,0.19760479041916168,0.18811881188118812,0.1695906432748538,0.17647058823529413,0.11940298507462686,0.18110236220472442,0.16279069767441862,0.171875,0.1695906432748538,0.11317254174397032,0.10497237569060773,0.07913669064748201,0.17647058823529413,0.1857707509881423,1.0,0.07719928186714542,0.10905730129390019,0.14285714285714285,0.15163147792706333,0.1695906432748538,0.12994350282485875,0.023890784982935155,0.16279069767441862,0.09289617486338798,0.015228426395939087,0.1111111111111111,0.030927835051546393
franciska_rosenkilde,0.12149532710280374,0.06571936056838366,0.10294117647058823,0.06571936056838366,0.054481546572934976,0.07913669064748201,0.0582010582010582,0.08695652173913043,0.11317254174397032,0.1070110701107011,0.08303249097472924,0.08499095840867993,0.06382978723404255,0.09090909090909091,0.06382978723404255,0.0989010989010989,0.08303249097472924,0.06761565836298933,0.08108108108108109,0.056338028169014086,0.08108108108108109,0.07142857142857142,0.07913669064748201,0.050788091068301226,0.10905730129390019,0.08892921960072596,0.08892921960072596,0.08499095840867993,0.08303249097472924,0.07719928186714542,1.0,0.11731843575418995,0.11317254174397032,0.0582010582010582,0.061946902654867256,0.06007067137809187,0.05263157894736842,0.11731843575418995,0.10091743119266056,0.023890784982935155,0.07719928186714542,0.04529616724738676
christina_olumeko,0.11524163568773234,0.043478260869565216,0.0948905109489051,0.08695652173913043,0.01867572156196944,0.11940298507462686,0.0948905109489051,0.10905730129390019,0.13851992409867173,0.11731843575418995,0.1070110701107011,0.10497237569060773,0.07719928186714542,0.09090909090909091,0.07526881720430108,0.12149532710280374,0.16054158607350097,0.11524163568773234,0.0989010989010989,0.12359550561797752,0.08695652173913043,0.13636363636363635,0.12570356472795496,0.09090909090909091,0.11940298507462686,0.11940298507462686,0.0948905109489051,0.10905730129390019,0.11317254174397032,0.10905730129390019,0.11731843575418995,1.0,0.12994350282485875,0.09289617486338798,0.06571936056838366,0.07142857142857142,0.07913669064748201,0.12359550561797752,0.1342155009451796,0.022146507666098807,0.10294117647058823,0.06007067137809187
torsten_gejl,0.12149532710280374,0.07526881720430108,0.17416829745596868,0.1320754716981132,0.03626943005181347,0.14722753346080306,0.16731517509727625,0.1834319526627219,0.19760479041916168,0.1320754716981132,0.14722753346080306,0.1650485436893204,0.10905730129390019,0.1695906432748538,0.0989010989010989,0.15384615384615385,0.16731517509727625,0.16054158607350097,0.14068441064638784,0.1320754716981132,0.09289617486338798,0.1583011583011583,0.12570356472795496,0.1450381679389313,0.14285714285714285,0.14722753346080306,0.09689213893967093,0.1320754716981132,0.12359550561797752,0.14285714285714285,0.11317254174397032,0.12994350282485875,1.0,0.12359550561797752,0.14068441064638784,0.0948905109489051,0.03626943005181347,0.1834319526627219,0.14942528735632185,0.02040816326530612,0.14942528735632185,0.05263157894736842
morten_messerschmidt,0.1320754716981132,0.15163147792706333,0.1834319526627219,0.13851992409867173,0.05263157894736842,0.18110236220472442,0.14942528735632185,0.2396694214876033,0.1650485436893204,0.1070110701107011,0.16279069767441862,0.10905730129390019,0.13636363636363635,0.20481927710843373,0.22950819672131148,0.1650485436893204,0.19284294234592445,0.1787819253438114,0.14722753346080306,0.18110236220472442,0.1320754716981132,0.14068441064638784,0.1583011583011583,0.14285714285714285,0.20724346076458752,0.12781954887218044,0.08695652173913043,0.171875,0.14285714285714285,0.15163147792706333,0.0582010582010582,0.09289617486338798,0.12359550561797752,1.0,0.2,0.2,0.054481546572934976,0.20481927710843373,0.16279069767441862,0.0273972602739726,0.2145748987854251,0.041666666666666664
pia_kjarsgaard,0.10091743119266056,0.14068441064638784,0.20724346076458752,0.2145748987854251,0.0582010582010582,0.1342155009451796,0.13851992409867173,0.24740124740124741,0.2145748987854251,0.09090909090909091,0.1695906432748538,0.10294117647058823,0.1834319526627219,0.24740124740124741,0.3274336283185841,0.1650485436893204,0.19047619047619047,0.15606936416184972,0.1857707509881423,0.1450381679389313,0.09289617486338798,0.16054158607350097,0.16279069767441862,0.16731517509727625,0.18811881188118812,0.18110236220472442,0.09289617486338798,0.1857707509881423,0.13851992409867173,0.1695906432748538,0.061946902654867256,0.06571936056838366,0.14068441064638784,0.2,1.0,0.2711864406779661,0.02040816326530612,0.20724346076458752,0.12570356472795496,0.0273972602739726,0.19047619047619047,0.043478260869565216
peter_kofod,0.1070110701107011,0.1342155009451796,0.19760479041916168,0.15384615384615385,0.04712041884816754,0.11524163568773234,0.1450381679389313,0.21703853955375255,0.19284294234592445,0.1111111111111111,0.1320754716981132,0.0948905109489051,0.1695906432748538,0.21951219512195122,0.21703853955375255,0.11940298507462686,0.2,0.11731843575418995,0.17416829745596868,0.1695906432748538,0.08695652173913043,0.10905730129390019,0.1320754716981132,0.1450381679389313,0.16279069767441862,0.15606936416184972,0.10905730129390019,0.1650485436893204,0.10905730129390019,0.12994350282485875,0.06007067137809187,0.07142857142857142,0.0948905109489051,0.2,0.2711864406779661,1.0,0.023890784982935155,0.18110236220472442,0.14722753346080306,0.0273972602739726,0.15163147792706333,0.034482758620689655
Anders_Bjarklev,0.07142857142857142,0.06571936056838366,0.03806228373702422,0.04895104895104895,0.02564102564102564,0.05263157894736842,0.054481546572934976,0.061946902654867256,0.06382978723404255,0.07913669064748201,0.054481546572934976,0.06571936056838366,0.03626943005181347,0.054481546572934976,0.043478260869565216,0.054481546572934976,0.054481546572934976,0.06761565836298933,0.06382978723404255,0.06382978723404255,0.041666666666666664,0.06382978723404255,0.06382978723404255,0.023890784982935155,0.08695652173913043,0.061946902654867256,0.08892921960072596,0.034482758620689655,0.043478260869565216,0.023890784982935155,0.05263157894736842,0.07913669064748201,0.03626943005181347,0.054481546572934976,0.02040816326530612,0.023890784982935155,1.0,0.056338028169014086,0.10497237569060773,0.01694915254237288,0.056338028169014086,0.03806228373702422
Anders_Lund_Madsen,0.23711340206185566,0.1583011583011583,0.26849894291754756,0.1857707509881423,0.03986135181975736,0.1583011583011583,0.19760479041916168,0.32158590308370044,0.35135135135135137,0.13851992409867173,0.20481927710843373,0.1952191235059761,0.1787819253438114,0.22448979591836735,0.2422360248447205,0.23203285420944558,0.32450331125827814,0.1787819253438114,0.2,0.2345679012345679,0.14068441064638784,0.22448979591836735,0.1952191235059761,0.17647058823529413,0.26849894291754756,0.20240480961923848,0.08108108108108109,0.1787819253438114,0.1952191235059761,0.16279069767441862,0.11731843575418995,0.12359550561797752,0.1834319526627219,0.20481927710843373,0.20724346076458752,0.18110236220472442,0.056338028169014086,1.0,0.29310344827586204,0.02040816326530612,0.31868131868131866,0.08303249097472924
DTU,0.23203285420944558,0.14285714285714285,0.19047619047619047,0.1857707509881423,0.05263157894736842,0.14722753346080306,0.1320754716981132,0.2219959266802444,0.2396694214876033,0.1342155009451796,0.1834319526627219,0.12570356472795496,0.12781954887218044,0.16731517509727625,0.1450381679389313,0.16279069767441862,0.2711864406779661,0.17416829745596868,0.15163147792706333,0.13851992409867173,0.08892921960072596,0.17416829745596868,0.17416829745596868,0.1070110701107011,0.23711340206185566,0.19284294234592445,0.14942528735632185,0.12359550561797752,0.13636363636363635,0.09289617486338798,0.10091743119266056,0.1342155009451796,0.14942528735632185,0.16279069767441862,0.12570356472795496,0.14722753346080306,0.10497237569060773,0.29310344827586204,1.0,0.022146507666098807,0.24481327800829875,0.10497237569060773
Michael_Kristiansen,0.02564102564102564,0.023890784982935155,0.02040816326530612,0.02564102564102564,0.006711409395973154,0.030927835051546393,0.01694915254237288,0.0273972602739726,0.015228426395939087,0.015228426395939087,0.023890784982935155,0.013513513513513514,0.029159519725557463,0.0273972602739726,0.034482758620689655,0.011804384485666104,0.02564102564102564,0.029159519725557463,0.022146507666098807,0.03806228373702422,0.01694915254237288,0.01694915254237288,0.02040816326530612,0.023890784982935155,0.01694915254237288,0.02040816326530612,0.022146507666098807,0.023890784982935155,0.030927835051546393,0.015228426395939087,0.023890784982935155,0.022146507666098807,0.02040816326530612,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.01694915254237288,0.02040816326530612,0.022146507666098807,1.0,0.022146507666098807,0.006711409395973154
Peter_Mogensen,0.14722753346080306,0.16054158607350097,0.19284294234592445,0.1787819253438114,0.030927835051546393,0.1583011583011583,0.18811881188118812,0.30718954248366015,0.24481327800829875,0.11524163568773234,0.19284294234592445,0.12781954887218044,0.1583011583011583,0.20724346076458752,0.2578616352201258,0.19284294234592445,0.2765957446808511,0.18811881188118812,0.17647058823529413,0.19760479041916168,0.11940298507462686,0.19284294234592445,0.1650485436893204,0.1650485436893204,0.26582278481012656,0.171875,0.09289617486338798,0.15606936416184972,0.17647058823529413,0.1111111111111111,0.07719928186714542,0.10294117647058823,0.14942528735632185,0.2145748987854251,0.19047619047619047,0.15163147792706333,0.056338028169014086,0.31868131868131866,0.24481327800829875,0.022146507666098807,1.0,0.061946902654867256
Selma_Montgomery,0.07142857142857142,0.04529616724738676,0.05263157894736842,0.04712041884816754,0.03986135181975736,0.034482758620689655,0.056338028169014086,0.06382978723404255,0.06007067137809187,0.03626943005181347,0.054481546572934976,0.043478260869565216,0.0582010582010582,0.034482758620689655,0.05263157894736842,0.04712041884816754,0.056338028169014086,0.04529616724738676,0.0273972602739726,0.04712041884816754,0.03806228373702422,0.07142857142857142,0.054481546572934976,0.04895104895104895,0.07334525939177101,0.04712041884816754,0.06951871657754011,0.023890784982935155,0.04895104895104895,0.030927835051546393,0.04529616724738676,0.06007067137809187,0.05263157894736842,0.041666666666666664,0.043478260869565216,0.034482758620689655,0.03806228373702422,0.08303249097472924,0.10497237569060773,0.006711409395973154,0.061946902654867256,1.0
